userName,score,content,at
A Google user,5,I love this app but please can u stop the changes you use to collect from person app my customer are complaining,2025-04-28 11:39:49
A Google user,5,The app is awesome.....pls give it a try,2025-04-28 11:30:42
A Google user,5,nice,2025-04-28 11:21:37
A Google user,3,am business guy,2025-04-28 10:51:05
A Google user,5,fantastic,2025-04-28 10:23:08
A Google user,5,very nice,2025-04-28 10:17:31
A Google user,5,very good,2025-04-28 10:16:09
A Google user,5,goooood,2025-04-28 08:55:08
A Google user,5,I'm so excited with this app,2025-04-28 08:54:16
A Google user,5,fast and reliable,2025-04-28 08:36:26
A Google user,5,it was really really grate.,2025-04-28 08:23:21
A Google user,5,fantastic,2025-04-28 08:18:19
A Google user,3,fast network,2025-04-28 06:57:21
A Google user,5,am happy,2025-04-28 06:25:19
A Google user,3,Nice with monipiont,2025-04-28 06:14:30
A Google user,5,very good,2025-04-28 05:29:12
A Google user,5,how will i colecth my profile on dis game please,2025-04-28 03:39:02
A Google user,3,I've been receiving messages and calls asking'Aminat'to pay back his/her loan...It's been quite annoying and disturbing as I have mentioned it to the caller that it's a mistaken identity and that's not me...Don't yall have details of the people you give out loan to or what???,2025-04-28 02:19:09
A Google user,2,The app is reliable,2025-04-28 00:19:57
A Google user,1,best,2025-04-27 22:35:43
A Google user,5,Good,2025-04-27 22:24:51
A Google user,4,fantastic,2025-04-27 22:23:52
A Google user,5,is great,2025-04-27 22:12:10
A Google user,5,good,2025-04-27 21:43:45
A Google user,4,very good,2025-04-27 21:04:00
A Google user,5,so lovely give me Moore opportunities I will fill the world bet me,2025-04-27 20:38:34
A Google user,5,THESE IS THE BEST MICROFINANCAL BANKING I HAVE EVER EXPERIENCED,2025-04-27 20:05:18
A Google user,4,Good and fastest service,2025-04-27 19:54:46
A Google user,5,wonderful app nice meeting you,2025-04-27 19:52:04
A Google user,5,good,2025-04-27 19:16:03
A Google user,5,I love the app,2025-04-27 18:54:26
A Google user,1,i sent money to a wrong account number in which i contacted moneipoint customer care line but but solution not avail moneipoint didn't deserve good reviews,2025-04-27 18:37:51
A Google user,3,wonderful,2025-04-27 17:42:54
A Google user,5,"hi everyone my name is chidimma I can't thank moniepoint enough infact moniepoint is on in a million so easy to use and very easy to operate I love moniepoint more than other pos fast in withdrawing and deposit, but only challenge that am having now is that I can't withdraw more than hundred thousand naira is really disturbing me because I'm losing many customers because of that so is really choking me 🥱 I hope everything will come back to normal like before because this new policy is not funny",2025-04-27 17:10:47
A Google user,4,good,2025-04-27 16:31:38
A Google user,5,good,2025-04-27 16:19:49
A Google user,5,Ultimate performance,2025-04-27 16:00:23
A Google user,2,too poor,2025-04-27 15:34:24
A Google user,1,Please I've been trying to upgrade this app but it seems hard .Please what should be done?,2025-04-27 15:28:39
A Google user,5,fantastic,2025-04-27 14:46:00
A Google user,3,it just stopped working this morning why,2025-04-27 14:04:31
A Google user,4,"moniepoint is trying now seen that I can sell data, card now bravo. you people would look into the charge rate for POS",2025-04-27 13:26:58
A Google user,1,why is it that we can't withdraw more than hundred thousand with ATM cards on the moniepoint terminal and also I can't find anything on my promotion balance is just zero naira zero Kobo,2025-04-27 12:52:56
A Google user,1,what rubbish is all this after downloading this app it still require upgrading,2025-04-27 12:40:19
A Google user,5,I like that,2025-04-27 12:30:57
A Google user,5,excellent app to use,2025-04-27 11:55:06
A Google user,5,"if seen, people use it",2025-04-27 11:54:03
A Google user,1,Best,2025-04-27 11:05:26
A Google user,1,"what's is going on, my app is not opening , I ave uninstalled and installed it again , still same problem",2025-04-27 10:20:46
A Google user,4,Great application for all business owner,2025-04-27 10:19:37
A Google user,2,it has a network s service,2025-04-27 09:24:49
A Google user,1,app is too slow,2025-04-27 09:12:02
A Google user,3,it's so easy for me to see my account balance,2025-04-27 07:55:30
A Google user,2,it's can disappoint sometimes,2025-04-27 07:51:21
A Google user,5,Absolutely Amazing,2025-04-27 07:24:12
A Google user,1,Good,2025-04-27 07:02:24
A Google user,1,"very bad app and if you have complain no one to attend to you,my terminal was blocked due to maximum exceed then i take it back to their office but nothing is done ,yet my wife went there and all they could do is embarrassing her all the time and my own money is even inside the blocked terminals telling my wife the terminal was given to another person without even noticing me",2025-04-27 04:03:49
A Google user,5,The app is very nice,2025-04-27 03:07:35
A Google user,1,the vision of the app is too old,2025-04-27 01:04:59
A Google user,5,Okay,2025-04-27 00:58:30
A Google user,3,good I enjoy iit,2025-04-27 00:03:39
A Google user,5,Lovely,2025-04-26 23:48:02
A Google user,5,A fantastic app,2025-04-26 22:55:55
A Google user,5,very good 👍,2025-04-26 22:19:34
A Google user,3,good,2025-04-26 22:08:57
A Google user,5,Good 👍👍,2025-04-26 22:04:44
A Google user,5,"your network sometimes is not good, and it's very slow compare to other apps, please improve.",2025-04-26 21:36:01
A Google user,2,"I'm experiencing issues logging in, could be glitch, the app just keeps spinning continuously. Fix it ASAP.",2025-04-26 21:01:26
A Google user,5,very faster and reliable,2025-04-26 20:03:37
A Google user,5,Enjoy my Life On Moniepoint,2025-04-26 19:57:55
A Google user,5,Good,2025-04-26 19:54:34
A Google user,5,good,2025-04-26 19:39:51
A Google user,5,you are great,2025-04-26 18:55:26
A Google user,5,Good,2025-04-26 18:47:36
A Google user,5,very good,2025-04-26 18:39:55
A Google user,5,amazing,2025-04-26 18:15:32
A Google user,5,very much good,2025-04-26 18:00:31
A Google user,5,is good for everyone,2025-04-26 16:32:15
A Google user,5,I love it,2025-04-26 16:03:07
A Google user,5,Pls i what to update my moniepoint account . Please I really need this account,2025-04-26 16:01:50
A Google user,1,I can't login into my account again since my account was out of date so when i updated it took me to where i didn't know,2025-04-26 15:49:23
A Google user,5,better,2025-04-26 15:43:12
A Google user,5,please am trying to open my account l done why,2025-04-26 15:14:02
A Google user,4,I love it so much,2025-04-26 15:02:24
A Google user,5,nice app,2025-04-26 14:54:14
A Google user,5,"I can not do business without moniepoint, and that's the fact .",2025-04-26 14:38:43
A Google user,5,"i love you service you gais are doing a great job,",2025-04-26 14:30:25
A Google user,5,wonderful experience,2025-04-26 12:49:32
A Google user,5,wonderful,2025-04-26 12:39:53
A Google user,1,moniepoint honestly ur customer service is very poor I mistakenly transferred money to a wrong acc and I've been writing and calling ur customer to know if it can be reversed but no response it's not fair 😡,2025-04-26 11:58:47
A Google user,3,"okay, for now but you can do more on your network",2025-04-26 11:36:41
A Google user,5,Good 😊👍,2025-04-26 11:09:18
A Google user,5,I like moniepiont there service is very nice and good,2025-04-26 11:00:06
A Google user,5,its a very trustworthy app it helps in banking services and purchases activities also,2025-04-26 10:34:12
A Google user,3,good,2025-04-26 10:23:08
A Google user,1,worst bank can't allow me transfer my money to other bank . I just want to remove my money and deactivate the account ...,2025-04-26 10:03:07
A Google user,4,good and secure,2025-04-26 09:37:07
A Google user,5,work in Google,2025-04-26 09:34:59
A Google user,5,good work moniepoint,2025-04-26 09:00:29
A Google user,4,it was nice,2025-04-26 08:17:32
A Google user,5,perfect,2025-04-26 08:12:16
A Google user,4,if you can try and download this app your going to enjoy the app,2025-04-26 07:42:45
A Google user,3,better,2025-04-26 07:28:03
A Google user,5,nice 👍,2025-04-26 06:38:20
A Google user,5,exciting,2025-04-26 06:29:34
A Google user,2,"finding it difficult to open my app after installation , what is going on?",2025-04-26 05:22:56
A Google user,1,my app is outdated,2025-04-26 05:00:49
A Google user,5,stress less,2025-04-26 04:33:37
A Google user,5,nice one,2025-04-26 03:58:59
A Google user,5,good,2025-04-26 01:58:28
A Google user,5,good,2025-04-26 01:16:04
A Google user,5,Really Amazing,2025-04-26 00:35:39
A Google user,5,good,2025-04-25 23:44:44
A Google user,5,is the best in banking,2025-04-25 22:48:20
A Google user,5,good,2025-04-25 21:14:45
A Google user,5,I need to welcome back my account,2025-04-25 20:58:16
A Google user,5,it was so good or excellent seriously,2025-04-25 20:42:24
A Google user,5,okay,2025-04-25 20:05:57
A Google user,5,faster transaction,2025-04-25 19:47:01
A Google user,5,"very good app. the only problem is when New update is available, the old one will not work until you get the new updated one",2025-04-25 19:34:49
A Google user,5,nice,2025-04-25 18:22:52
A Google user,5,my experience is that I love it,2025-04-25 18:08:15
A Google user,5,i love this app,2025-04-25 17:48:30
A Google user,3,Try to up grade the network,2025-04-25 17:29:48
A Google user,4,app is easy to access,2025-04-25 16:47:37
A Google user,1,I HV upgrade the app but to open,2025-04-25 16:27:56
A Google user,1,mine is loading very slow I'm finding it difficult to make transactions,2025-04-25 15:58:18
A Google user,5,it's been wonderful using monie point,2025-04-25 15:31:05
A Google user,5,I like this app,2025-04-25 15:18:07
A Google user,4,Lovely,2025-04-25 14:08:20
A Google user,5,good,2025-04-25 13:33:14
A Google user,1,this app is the best,2025-04-25 13:25:01
A Google user,5,favorable,2025-04-25 13:00:35
A Google user,1,the bank is giving me headaches I transferred money from another bank to your Monipoint up till now not received it and I have been calling your customer care number busy since 18th of this month till now still busy,2025-04-25 12:57:47
A Google user,3,"Hi, it's fantastic patronising moniepoint m f bank, particularly your target savings platform - this helps someone like me to develop a more realistic savings habit. However, I wish you allow your platform to allow sources of funds from other banks to make automatic deductions as may be instructed by the account holders. Higher ratings in the future.",2025-04-25 12:51:04
A Google user,5,problem of moniepoint personal no loan,2025-04-25 12:42:59
A Google user,4,good,2025-04-25 12:32:24
A Google user,5,nice,2025-04-25 12:18:15
A Google user,5,good,2025-04-25 11:58:10
A Google user,5,"so smart, smooth, reliable and trusting, I love moniepoint",2025-04-25 11:11:45
A Google user,5,I love this app because it's very reliable and safe and I do love the transaction,2025-04-25 10:35:13
A Google user,1,"There is one thing I don't like about this pos. I don't like the target issue... The app blocked my account just because I did not meet the target for this week! This is the only bank app that I have ever used that will restrict my account just because I didn't meet up with some 'target'. The previous week I put in a lot of money and I got a message saying that My account has been restricted.. Pls I request that Moniepoint should fix this issue, as soon as possible.",2025-04-25 10:25:06
A Google user,5,nice and seamless,2025-04-25 10:21:55
A Google user,3,"good morning moniepoint, please I have ungraded my app and is still not opening, please what could be the problem. secondly am using an infinix phone for this app, yet is still showing tecno",2025-04-25 09:45:34
A Google user,5,perfect,2025-04-25 09:23:11
A Google user,5,good,2025-04-25 09:00:14
A Google user,1,"You people should be behaving like Opay. Opay hardly charge for credit or debit alert. But you guys do. Even when 100 enters or leave someone's account, you charge the person. I don't like it at all.",2025-04-25 08:55:34
A Google user,5,so easy and nice,2025-04-25 08:40:11
A Google user,1,"thank you for putting my account on hold for more then a month now, you people are wicked and moniepoint are stealing people money, please don't use this app because you will be blocked someday as well",2025-04-25 08:05:07
A Google user,5,I can't update the account,2025-04-25 07:41:45
A Google user,5,So marginalized,2025-04-25 07:34:42
A Google user,5,"It's awesome, I truly recommend it for everyone.",2025-04-25 06:50:35
A Google user,2,This app is very good,2025-04-25 06:32:58
A Google user,1,can't access,2025-04-25 03:07:52
A Google user,4,nice banking app,2025-04-25 01:38:38
A Google user,4,view are private and include my account and device information.,2025-04-25 01:09:04
A Google user,2,very good,2025-04-24 23:47:07
A Google user,5,its a very nice app but can't seem to log in to my account because de app needs update and de update is not downloading,2025-04-24 23:19:13
A Google user,1,weldone I need purchase on my terminal and it have not been approved since 2 month oga oooo,2025-04-24 23:09:08
A Google user,5,very nice,2025-04-24 22:41:24
A Google user,5,they are good i love there back they are well train😘😘,2025-04-24 22:26:34
A Google user,5,Alhamdulillah,2025-04-24 22:20:16
A Google user,5,the customer service is realy nice,2025-04-24 21:41:39
A Google user,1,Good evening My Moniepoint app need to be upgrade and have been trying to upgrade it since yesterday but the network is very bad. please do something to it.,2025-04-24 21:40:25
A Google user,5,is good but am having trouble with the upgrade,2025-04-24 21:12:06
A Google user,5,good,2025-04-24 20:53:09
A Google user,1,"help, please 😭 I can't login to my account 😔😭😭😭 bad reviews 😞😭😭😭😭😭😭😭😭😭😭😞😞 oh my God",2025-04-24 20:45:11
A Google user,5,it's a very good idea of bringing down this app,2025-04-24 20:38:21
A Google user,5,my app is not opening they said I should update it and I have tried all I could but it's not upgrading. no options of upgrade,2025-04-24 20:23:40
A Google user,5,the app is not opening,2025-04-24 19:32:18
A Google user,5,is very good,2025-04-24 19:08:22
A Google user,5,Good,2025-04-24 18:28:42
A Google user,5,this app is very good and reliable,2025-04-24 18:09:06
A Google user,5,good,2025-04-24 18:08:30
A Google user,5,good,2025-04-24 17:47:05
A Google user,5,lovable,2025-04-24 17:40:59
A Google user,5,good to be here,2025-04-24 17:17:04
A Google user,5,Perfect,2025-04-24 17:10:54
A Google user,5,Very good,2025-04-24 17:05:15
A Google user,1,Please my account is locked,2025-04-24 16:52:13
A Google user,1,Dem park my money aswear,2025-04-24 15:57:12
A Google user,4,good,2025-04-24 15:21:10
A Google user,5,very good,2025-04-24 15:18:21
A Google user,5,wonderful,2025-04-24 15:04:58
A Google user,1,l love this app,2025-04-24 15:02:41
A Google user,5,this app na dead means blast,2025-04-24 14:41:34
A Google user,5,nice,2025-04-24 14:13:12
A Google user,5,Great,2025-04-24 14:11:23
A Google user,5,I love this app,2025-04-24 14:09:22
A Google user,5,best of the best love it so much,2025-04-24 14:05:58
A Google user,3,not bad,2025-04-24 14:01:20
A Google user,5,it's nice having moniepoint as my partner in business,2025-04-24 13:10:51
A Google user,1,Y am I not able to login in to the app,2025-04-24 12:58:19
A Google user,5,"am not happy because my pos can't debit more than hundred thousand at a time. please,add purchase menu to my business pos for effective transactions.",2025-04-24 12:21:38
A Google user,5,incredible,2025-04-24 12:11:37
A Google user,5,perfect,2025-04-24 11:50:59
A Google user,5,Excellent,2025-04-24 11:28:26
A Google user,5,"I have been using this app for like two years plus, and it's very very good so, I recommend whoever that's come across this app to use it.",2025-04-24 11:22:24
A Google user,2,"I am finding it difficult to open my moniepoint account now. The msg is always "" upgrade "" when you try to upgrade it takes you to a no-go area What can one do now?",2025-04-24 11:17:33
A Google user,5,you are awesome,2025-04-24 11:02:14
A Google user,5,very helpful and enjoyable,2025-04-24 10:56:56
A Google user,4,very nice,2025-04-24 10:44:56
A Google user,5,Good,2025-04-24 10:23:00
A Google user,4,"am having problem with my pos Machine,I can't do transaction worth more than 100k I have complain to my account manager she not giving me any answers",2025-04-24 09:50:35
A Google user,4,"Moniepoint MFB is great with banking services I must attest. Please, I'm enquiring, can I use the business even if I don't have a POS? How do I partner with Moniepoint to create corporate accounts for businesses",2025-04-24 09:41:34
A Google user,5,is the best,2025-04-24 09:39:48
A Google user,1,I am finding it very-very difficult to update my moniepoint app right now.,2025-04-24 09:23:46
A Google user,5,account closed,2025-04-24 09:03:19
A Google user,5,it is reliable,2025-04-24 08:50:18
A Google user,5,Good for saving and accountability,2025-04-24 08:27:45
A Google user,1,have been trying to update it's not working at all I uninstalled a d install again it's still bring update the app it's annoying,2025-04-24 08:09:21
A Google user,5,I don't enjoy the APP again,2025-04-24 07:35:24
A Google user,5,finding difficult now to use the app,2025-04-24 05:44:34
A Google user,5,pls I can't update my account. I have tried many times. thanks.,2025-04-24 02:00:45
A Google user,5,very nice,2025-04-24 00:16:26
A Google user,5,very fast and reliable,2025-04-24 00:15:10
A Google user,5,it's very comfortable for me to use.,2025-04-23 23:45:32
A Google user,5,Good,2025-04-23 23:39:58
A Google user,5,good,2025-04-23 23:06:14
A Google user,2,"the app is good, but I wonder why it is always asking me to upgrade without an upgrade option on the Google play store",2025-04-23 23:00:51
A Google user,2,good,2025-04-23 22:04:19
A Google user,4,fast and reliable,2025-04-23 21:55:39
A Google user,5,good app but if this is rubbish I won't like it,2025-04-23 21:48:37
A Google user,5,love💕💕💕 this app so much for it fast network,2025-04-23 21:20:56
A Google user,5,i want to upgrade my appy,2025-04-23 21:17:32
A Google user,1,I am trying to upgrade my Business account on play store but I am having difficulties in the process of upgrading it on play store. I will be grateful if my request is being granted .,2025-04-23 21:05:59
A Google user,5,EXCELLENTE NO PROBLEM,2025-04-23 19:58:24
A Google user,4,nice app very fast in transaction ooh long life moni point 👍👍👍👍,2025-04-23 19:35:57
A Google user,1,The app is good but has a lot of fault I am trying to real download my app as I lots my former phone it showing upgrade I have done the upgrading and updating but it repeating it self and also it takes time to login,2025-04-23 18:59:50
A Google user,5,superb,2025-04-23 18:56:01
A Google user,5,"I love the apps very nice and beautiful apps wow it's nice and good, luck with move appreciate your help",2025-04-23 18:44:32
A Google user,5,Nice,2025-04-23 18:34:05
A Google user,4,very nice best in everything,2025-04-23 17:25:49
A Google user,5,it is an excellent app that makes business to grow rapidly i recommend it for everyone you will not regret having this app,2025-04-23 16:51:03
A Google user,5,i love this app it's fast and reliable,2025-04-23 16:18:15
A Google user,5,lovely 😍,2025-04-23 16:16:18
A Google user,5,sure app,2025-04-23 15:30:53
A Google user,1,good,2025-04-23 15:21:28
A Google user,5,so interested,2025-04-23 15:20:39
A Google user,5,pafect,2025-04-23 15:18:38
A Google user,5,best ever,2025-04-23 14:11:30
A Google user,5,seamless,2025-04-23 13:54:47
A Google user,5,good,2025-04-23 13:32:56
A Google user,5,Awesome,2025-04-23 13:31:18
A Google user,1,I lost my sim card and forgot my password for months now. Opay and palmpay always use face verification to recover account. I'm confused why moniepoint is different,2025-04-23 13:03:58
A Google user,1,bad,2025-04-23 13:03:06
A Google user,5,my best money bank,2025-04-23 13:01:28
A Google user,5,Hapiness,2025-04-23 12:20:49
A Google user,5,it is fast and good all the time and it is good for business,2025-04-23 12:17:19
A Google user,4,"the app has been doing well, until now dat it's requesting for upgrade, when I click the upgrade button it takes me to play store but no upgrade button, I only see uninstall and Open button and when I click the open button it's takes me back to the app and still ask for upgrade",2025-04-23 12:10:18
A Google user,5,needs to be upgraded,2025-04-23 11:59:53
A Google user,1,i want to update my account but I can't why but they are telling to update and I still can't,2025-04-23 11:33:36
A Google user,4,excellent app,2025-04-23 11:19:14
A Google user,4,"Good morning Moniepoint, I am having issues with login into my Mobile app. It's keep telling me upgrade/update. And I try to update on playsore it's not working.",2025-04-23 10:55:20
A Google user,5,Very Good,2025-04-23 10:47:02
A Google user,2,they should make an online banking game about teaching children how to make more money,2025-04-23 10:43:43
A Google user,5,it is very helpful,2025-04-23 10:09:18
A Google user,5,"your staffs on the field are not doing there best,they don't care about the people that are useing your taminals, and I will be happy if only if you can start building officcess around town.i will like it more when you stand as banks now no more hiding behind banks.and u have to make your staffs do loans in better way.",2025-04-23 10:07:26
A Google user,5,superb,2025-04-23 09:57:19
A Google user,3,love it so much,2025-04-23 09:49:59
A Google user,5,good,2025-04-23 09:42:42
A Google user,5,I have been using moniepoint for the past 8 months and all I can say is the app is 100% perfect,2025-04-23 09:41:37
A Google user,5,good,2025-04-23 09:28:31
A Google user,5,nice one guys keep it up,2025-04-23 09:18:44
A Google user,1,this application is frustrating my money is stuck here and there's an error updating it and now I need it urgently 😫🥺 after this I'll never do online banking again moniepoint has thought me a lesson😭,2025-04-23 09:13:06
A Google user,5,very good and perfect i enjoy every transaction on my moniepoint,2025-04-23 09:05:02
A Google user,1,good,2025-04-23 08:54:24
A Google user,1,🙄🙄,2025-04-23 08:42:41
A Google user,5,"I want to be moniepoint agent by opening account for people with my phone and issuing card, please how does it work",2025-04-23 08:38:09
A Google user,5,so fantastic,2025-04-23 08:18:42
A Google user,4,excellent,2025-04-23 08:17:54
A Google user,5,good and smart,2025-04-23 08:16:36
A Google user,5,good,2025-04-23 08:00:10
A Google user,5,Am so confused bcoz I opened monie point on the 16 on my birthday while it's started having issue of updated today I can't withdraw since till now pls why now,2025-04-23 07:55:34
A Google user,1,very very bad,2025-04-23 07:52:49
A Google user,5,nice,2025-04-23 07:01:51
A Google user,5,great,2025-04-23 06:27:59
A Google user,1,monies point is bank that is next work faster,2025-04-23 06:16:28
A Google user,4,"It says update....but Moniepoint on plam store says version of app not supported....but I can't download from Google play store, it's saying try again",2025-04-23 06:12:32
A Google user,5,"thank u moniepoint we're so good continue supporting us,",2025-04-23 05:17:27
A Google user,1,i lost my phone and I what to update my account on my 2nd phone what can I do,2025-04-23 04:55:55
A Google user,5,Your service is so superd,2025-04-23 02:50:01
A Google user,5,incomparable application,2025-04-23 02:10:04
A Google user,5,what the problem with my account please 🙏,2025-04-22 23:54:25
A Google user,5,"Moniepont is the best account, i have known so far🥲💖, much love 💖💖💖💖💖 abeg u people should help me update my Moniepont account naw 😭😫💔",2025-04-22 23:26:47
A Google user,5,very interesting,2025-04-22 22:02:16
A Google user,5,good,2025-04-22 21:10:57
A Google user,1,"this app extremely slow to login and also, logining my account in my nee phone is say validation failed try again",2025-04-22 21:09:10
A Google user,4,Perfect,2025-04-22 20:29:41
A Google user,3,"it been nice with moniepoint business, have an un interrupted service thank for being there always, effective delivery from other countries , but why is difficult to update the app I have been trying to get the app updated",2025-04-22 20:13:24
A Google user,4,this app is the best,2025-04-22 19:45:37
A Google user,1,"my app has not opened for days now. you guys are asking for update, I've done everything, still it won't open. I'm really disappointed 😔",2025-04-22 19:40:51
A Google user,5,nice,2025-04-22 19:14:39
A Google user,5,very interesting,2025-04-22 19:09:41
A Google user,5,"I'm very much happy about this platform, is a wonderful platform you should trust. is the fastest app so far.",2025-04-22 19:02:12
A Google user,5,I want to reset my pin,2025-04-22 19:00:40
A Google user,3,slow in when about to use,2025-04-22 18:39:41
A Google user,5,everything xclant,2025-04-22 18:00:26
A Google user,5,I like monie point,2025-04-22 17:50:06
A Google user,1,good,2025-04-22 17:46:12
A Google user,5,awesome,2025-04-22 17:29:50
A Google user,4,this is the best online app to use I really appreciate the great work you guys are doing but I think you people should try to improve some of these network issue because sometimes the network doesn't allow person to transfer bow once again thank you 😊😊,2025-04-22 17:13:09
A Google user,5,I want to upgrade my moniepoint App,2025-04-22 17:10:29
A Google user,5,I enjoyed using this app because it's highly secured and very easy Access to transactions at any where fast and efficient I would always be a happy 😊 customer,2025-04-22 17:09:25
A Google user,5,Good,2025-04-22 16:52:52
A Google user,5,Best Business app on earth,2025-04-22 16:47:51
A Google user,1,This service is amazing.,2025-04-22 16:25:02
A Google user,5,Awesome,2025-04-22 16:16:05
A Google user,5,That's best Bank to used,2025-04-22 16:12:21
A Google user,5,Nice,2025-04-22 16:10:35
A Google user,5,excellent,2025-04-22 15:49:14
A Google user,1,I have upgraded my app countless times it didn't open but still take me back to upgrade,2025-04-22 15:47:09
A Google user,1,is very fine,2025-04-22 15:34:29
A Google user,5,the best,2025-04-22 15:33:21
A Google user,3,great,2025-04-22 15:21:02
A Google user,5,good,2025-04-22 14:48:26
A Google user,4,beautiful,2025-04-22 14:45:58
A Google user,5,I love it,2025-04-22 14:09:33
A Google user,3,good,2025-04-22 13:14:56
A Google user,4,money point is good,2025-04-22 13:00:55
A Google user,5,Okey,2025-04-22 12:39:43
A Google user,1,it very good,2025-04-22 12:29:00
A Google user,5,Great,2025-04-22 12:23:38
A Google user,5,best bank ever in the world 🌎🌎🌎🌎,2025-04-22 12:13:22
A Google user,5,good in transaction and no service fee,2025-04-22 12:08:34
A Google user,5,perfect,2025-04-22 12:06:25
A Google user,5,Good to use app. one of the best fintech app in the market,2025-04-22 11:36:02
A Google user,5,good,2025-04-22 11:17:08
A Google user,2,"very bad after update,is not even opening",2025-04-22 11:16:50
A Google user,5,"words never be enough for the great of Joy you giving us always, only with you guys dream comes true.",2025-04-22 11:10:33
A Google user,1,pos,2025-04-22 10:32:04
A Google user,5,very good for business owners and your money will be very grateful thanks,2025-04-22 10:31:15
A Google user,5,nice and easy,2025-04-22 10:24:25
A Google user,1,thank u,2025-04-22 10:06:52
A Google user,5,Cool,2025-04-22 09:38:00
A Google user,1,I'm having problems logging into my account it says it's has ben updated,2025-04-22 09:28:27
A Google user,5,nice,2025-04-22 09:27:42
A Google user,4,best app for keeping money,2025-04-22 09:25:11
A Google user,5,it good 👍,2025-04-22 09:25:05
A Google user,5,the app is very reliable for transfer and many more and I need the update cuz is asking me for update and I have money on it,2025-04-22 09:18:25
A Google user,5,good for now,2025-04-22 09:13:26
A Google user,5,new,2025-04-22 09:13:02
A Google user,5,"I'm highly disappointed, i've been trying to log in for the past two weeks but i couldn't due to app malfunction ( internet connection no found in server). I have uninstalled and redownloaded several times still to no avail. I can't log in to check my account balance let alone doing any transaction. So frustrating.",2025-04-22 09:02:33
A Google user,5,good network,2025-04-22 08:40:55
A Google user,1,please how do I upgrade this app,2025-04-22 08:32:26
A Google user,5,"Clearer than the former, eligibility.",2025-04-22 08:07:53
A Google user,1,it was nice fast,2025-04-22 08:04:44
A Google user,1,"I think I can no longer take it. my moniepoint business request update and it refused to open. after doing everything. I deleted and reinstalled a new one yet the situation continue. please, kindly do something about it",2025-04-22 07:55:49
A Google user,5,Made some adjustments Really good app 😸👍,2025-04-22 07:40:09
A Google user,5,smooth and easy,2025-04-22 07:20:49
A Google user,4,very good,2025-04-22 07:13:55
A Google user,4,Prompt in reverse of failed transactions as well as keeping me updated on happenings,2025-04-22 07:09:11
A Google user,5,"monipoint is the fastest in business, it ready help by saving and business owners",2025-04-22 06:57:55
A Google user,5,great experience,2025-04-22 06:50:49
A Google user,5,Amazing app...never has a network obstruction,2025-04-22 06:37:49
A Google user,5,very good,2025-04-22 06:35:40
A Google user,1,"they said I should update my apps, but I have been trying to do so , is not really working.",2025-04-22 05:26:47
A Google user,2,please I need my account back,2025-04-22 00:57:27
A Google user,1,"For some weeks now i feel frustrated using the app, any time i tried locked in the app is not opening it always tells me that no response from the server",2025-04-22 00:08:18
A Google user,5,very nice app but I can't upgrade my app,2025-04-21 23:51:10
A Google user,3,very good and fast,2025-04-21 23:50:44
A Google user,4,good and reliable network,2025-04-21 23:41:22
A Google user,4,Not really good enough,2025-04-21 23:13:51
A Google user,5,I don't know what happened I have been trying to open the app but to no avail what's the problem they've asked me to upgrade I did still showing samething,2025-04-21 22:44:10
A Google user,4,I'm trying to update it but it is not working,2025-04-21 22:31:44
A Google user,5,very good am enjoying it,2025-04-21 22:23:58
A Google user,5,very good,2025-04-21 22:17:30
A Google user,5,excellently,2025-04-21 21:32:15
A Google user,1,I haven't been able to update the app. it keeps rolling.No notifications of any sort before being logged out. Now I can't upgrade and I still can't access my account.,2025-04-21 21:10:22
A Google user,1,this is rubbish ones bank is not working even after updating this is pure rubbish,2025-04-21 20:52:26
A Google user,1,bad app it's not opening and my money is inside. they asked me to upgrade am trying to buy the app is not opening my money is left inse very bad,2025-04-21 20:50:58
A Google user,4,i can operate my monie point business account,2025-04-21 20:15:36
A Google user,1,"since yesterday have been trying to login to my account that I just opened and it refused,they said I should update and I did still it doesn't want to open and my data as been here wasting I am tired already your people should open my account for me oo am damn serious and someone just send me money I need to know the balance you people should restore my account for me am pleading please oo",2025-04-21 19:58:49
A Google user,5,very good,2025-04-21 19:54:05
A Google user,5,okay the first I saying I'm student I can't know this something so I not part of social media I learn,2025-04-21 19:40:10
A Google user,5,poor service,2025-04-21 19:25:41
A Google user,4,good,2025-04-21 19:25:28
A Google user,5,it's very good,2025-04-21 19:24:10
A Google user,5,good,2025-04-21 19:16:08
A Google user,5,I prefer moniepoint business banking the charges are more preferably,2025-04-21 19:10:31
A Google user,5,very good,2025-04-21 18:51:31
A Google user,5,In Gog We Trust 😎,2025-04-21 18:47:23
A Google user,4,I have been using moniepoint for a while now but my problem with them is charges. Why would they be charging 10 naira for transactions. Whereas other Banks charge 1 Naira or less. Equally it's annoying that I can't add my fingerprint as a login option.,2025-04-21 18:44:37
A Google user,5,you are doing well 👍,2025-04-21 18:38:18
A Google user,1,I can't access my account,2025-04-21 18:31:26
A Google user,3,i give 3 stars because they are very good at everything but the thing is while opening the app its take sometimes and,2025-04-21 18:16:29
A Google user,1,"I was requested to update the app, I updated the app but it refused to open.",2025-04-21 18:03:09
A Google user,5,I accept the update of this great app. is faster reliable and trustworthy app,2025-04-21 17:44:41
A Google user,5,excellent,2025-04-21 17:43:00
A Google user,4,quick to solve any situation,2025-04-21 17:42:56
A Google user,5,nice one,2025-04-21 17:22:12
